group_uid,group_name,name_romanji,formed_date_raw,gap_missing_or_invalid_formed_date,gap_empty_song_uids,gap_empty_discography,discography_row_count,disc_rows_empty_track_list,disc_rows_empty_track_song_uids,member_count_field,member_names_count,member_uids_nonempty_count,gap_roster_no_nonempty_uids,gap_roster_uids_short_of_names,wiki_url_missing_or_blank,agencies_missing_or_empty,all_disc_rows_missing_track_list,all_disc_rows_missing_track_song_uids,gap_flags_summary
TkVMTg,NELN,,2020-04-01,0,0,0,21,21,21,2,2,2,0,0,1,0,1,1,disc_empty_track_list×21;disc_empty_track_song_uids×21;no_wiki_url
54Kt6YW444GP44KN44Gr44GP44KL44Gj,炭酸くろにくるっ,tansankuronikuru,2021-04-18,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
TGUgU2lhbmE,Le Siana,Le Siana,2012-01-01,0,1,0,6,6,6,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×6;disc_empty_track_song_uids×6;no_agencies
UGluayBCYWJpZXM,Pink Babies,Pink Babies,2013-08-01,0,1,0,4,4,4,5,5,3,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_uids_short;no_agencies
ZXllcw,eyes,eyes,,1,1,0,3,0,3,4,4,1,0,1,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_song_uids×3;roster_uids_short;no_agencies
TGFzdCBJZG9s,Last Idol,Last Idol,2017-08-13,0,0,0,12,12,12,0,0,0,0,0,0,1,1,1,disc_empty_track_list×12;disc_empty_track_song_uids×12;no_agencies
RnVqdW4gQnVuZ2FrdSBTaG91am8gS2FnZWtpZGFu,Fujun Bungaku Shoujo Kagekidan,Fujun Bungaku Shoujo Kagekidan,2022-08-11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
TGEgTHVjZQ,La Luce,La Luce,,1,0,0,4,3,4,3,3,3,0,0,0,1,0,1,formed_date;disc_empty_track_list×3;disc_empty_track_song_uids×4;no_agencies
R29vZCBUZWFycw,Good Tears,Good Tears,,1,1,0,4,3,4,2,2,2,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×4;no_agencies
Q2hvdXggQ3JlYW0gUm9ja2V0cw,Choux Cream Rockets,Choux Cream Rockets,,1,1,0,4,3,4,2,2,2,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×4;no_agencies
U29tZWRheSBTb21ld2hlcmU,Someday Somewhere,Someday Somewhere,,1,0,0,4,3,4,2,2,2,0,0,0,1,0,1,formed_date;disc_empty_track_list×3;disc_empty_track_song_uids×4;no_agencies
TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9u,Last Idol 2nd Generation,Last Idol 2nd Generation,2018-04-15,0,1,0,24,20,24,7,7,7,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×20;disc_empty_track_song_uids×24;no_agencies
TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9uIFVuZGVy,Last Idol 2nd Generation Under,Last Idol 2nd Generation Under,2018-04-15,0,1,0,24,20,24,18,18,16,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×20;disc_empty_track_song_uids×24;roster_uids_short;no_agencies
44Ki44Or44OX44K544GK44Go44KB,アルプスおとめ,Alps Otome,2006-11-01,0,1,0,3,2,3,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×3;no_agencies
QXN0cmFpbg,Astrain,Astrain,2026-01-01,0,0,0,1,0,1,3,3,1,0,1,0,1,0,1,disc_empty_track_song_uids×1;roster_uids_short;no_agencies
Q2lyY2xlIEx5Y2hlZQ,Circle Lychee,Circle Lychee,,1,1,1,0,0,0,52,52,51,0,1,0,1,0,0,formed_date;empty_song_uids;empty_discography;roster_uids_short;no_agencies
U2hpcmF5dXJpIHRvIEFtZQ,Shirayuri to Ame,Shirayuri to Ame,2024-04-11,0,0,0,10,10,10,6,6,4,0,1,0,1,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10;roster_uids_short;no_agencies
U2VjdA,Sect,Sect,2025-05-26,0,0,0,13,4,13,7,7,7,0,0,0,1,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×13;no_agencies
Q2VyaXNpZXI,Cerisier,Cerisier,2017-12-10,0,1,0,6,6,6,63,63,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×6;disc_empty_track_song_uids×6;roster_uids_short;no_agencies
I0RPIFJFIE1JIEZBIFNPTCBMQSBTRUVE,#DO RE MI FA SOL LA SEED,#DO RE MI FA SOL LA SEED,2022-12-29,0,1,0,4,4,4,4,4,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_uids_short;no_agencies
V2FnYW1hbWEgbmEgTGFzdCBOb3Rl,Wagamama na Last Note,Wagamama na Last Note,2025-06-03,0,0,0,8,8,8,6,6,4,0,1,0,1,1,1,disc_empty_track_list×8;disc_empty_track_song_uids×8;roster_uids_short;no_agencies
S0FNTyBnYSBORUdJIHdvIFNob3R0ZWt1cnUhISE,KAMO ga NEGI wo Shottekuru!!!,KAMO ga NEGI wo Shottekuru!!!,2016-04-01,0,1,0,2,0,2,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×2;no_agencies
bWFpIG1haQ,mai mai,mai mai,2021-09-23,0,0,0,1,0,1,3,3,1,0,1,0,1,0,1,disc_empty_track_song_uids×1;roster_uids_short;no_agencies
U3VraWlybyBEcm9w,Sukiiro Drop,Sukiiro Drop,2020-01-01,0,0,0,21,21,21,2,2,1,0,1,0,1,1,1,disc_empty_track_list×21;disc_empty_track_song_uids×21;roster_uids_short;no_agencies
VG9yaWtvIE5hcnUgUHJlbHVkZQ,Toriko Naru Prelude,Toriko Naru Prelude,,1,1,1,0,0,0,5,5,2,0,1,0,1,0,0,formed_date;empty_song_uids;empty_discography;roster_uids_short;no_agencies
QW1hdGVyYXN1,Amaterasu,Amaterasu,2019-12-12,0,0,0,2,2,2,2,2,0,1,1,0,1,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_no_uids;roster_uids_short;no_agencies
VU5MQU1F,UNLAME,UNLAME,,1,0,0,6,5,6,6,6,5,0,1,0,1,0,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×6;roster_uids_short;no_agencies
Tm9lbGxpTA,NoelliL,NoelliL,2015-12-01,0,0,0,13,10,13,7,7,1,0,1,0,1,0,1,disc_empty_track_list×10;disc_empty_track_song_uids×13;roster_uids_short;no_agencies
U29sZW5uZWwgQ29tcGFueQ,Solennel Company,Solennel Company,2020-09-01,0,0,0,4,3,4,3,3,2,0,1,0,1,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×4;roster_uids_short;no_agencies
Q09MT1Ineg,COLOR'z,COLOR'z,2018-01-01,0,0,0,5,1,5,5,5,0,1,1,0,1,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×5;roster_no_uids;roster_uids_short;no_agencies
MzcuMuKEgyAtTmFuYWRvbmlidS0,37.2℃ -Nanadonibu-,37.2℃ -Nanadonibu-,2019-11-11,0,1,0,4,4,4,4,4,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_no_uids;roster_uids_short;no_agencies
SnVuam91IG5vIEFmaWxpYQ,Junjou no Afilia,Junjou no Afilia,2017-08-30,0,1,0,10,10,10,8,8,8,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×10;disc_empty_track_song_uids×10;no_agencies
SG91a2FnbyBQcmluY2Vzcw,Houkago Princess,Houkago Princess,2014-05-22,0,1,0,32,14,32,9,9,8,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×14;disc_empty_track_song_uids×32;roster_uids_short;no_agencies
S2FrZWRhc2hpIG5vIEhpa291IFNob3Vqbw,Kakedashi no Hikou Shoujo,Kakedashi no Hikou Shoujo,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
QXJ0ZW1pcyBubyBUc3ViYXNh,Artemis no Tsubasa,Artemis no Tsubasa,2020-10-01,0,1,0,11,3,11,9,9,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×11;roster_uids_short;no_agencies
I1BlbnRhcHJpc20,#Pentaprism,#Pentaprism,2021-05-01,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
S0FUQUNPVE8gKiBCQU5L,KATACOTO * BANK,KATACOTO * BANK,2021-02-27,0,0,0,11,11,11,4,4,1,0,1,0,1,1,1,disc_empty_track_list×11;disc_empty_track_song_uids×11;roster_uids_short;no_agencies
TWluaWNodQ,Minichu,Minichu,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
Qk9LVSBoYSBLSU1JIG5vIEtBS0VSQS4,BOKU ha KIMI no KAKERA.,BOKU ha KIMI no KAKERA.,2020-08-22,0,1,0,4,4,4,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;no_agencies
NDg2NC4,4864.,,2022-02-09,0,1,0,12,12,12,1,1,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×12;disc_empty_track_song_uids×12;roster_no_uids;roster_uids_short;no_agencies
QVVHTUVOVEFM,AUGMENTAL,AUGMENTAL,2022-04-23,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
MUV5ZWxpbmU,1Eyeline,1Eyeline,2021-01-31,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
RXVyZWth,Eureka,Eureka,2023-04-01,0,1,0,2,2,2,1,1,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_no_uids;roster_uids_short;no_agencies
SEFLVVNVTEE,HAKUSULA,HAKUSULA,2023-06-10,0,1,1,0,0,0,2,2,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
SEFDSw,HACK,HACK,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
TUlOT1JJVFkgQUxFUlQ,MINORITY ALERT,MINORITY ALERT,2022-11-09,0,1,0,2,2,2,4,4,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_no_uids;roster_uids_short;no_agencies
SGFyZSBOb2NoaSBLb2kgTW95b3U,Hare Nochi Koi Moyou,Hare Nochi Koi Moyou,2023-04-22,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
SGlyYWdhbmEgU0FZLUxB,Hiragana SAY-LA,Hiragana SAY-LA,2025-07-02,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
SGlrdXRlQW1hdGE,HikuteAmata,HikuteAmata,2020-03-29,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
U3BvcG9wb3Bvbnk,Spopopopony,Spopopopony,2022-03-22,0,1,1,0,0,0,3,3,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
JkNoIWxs,&Ch!ll,&Ch!ll,2019-09-23,0,1,0,6,0,6,5,5,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×6;roster_uids_short;no_agencies
Y1VUZSEgY0VOVEktbUVOVEFM,cUTe! cENTI-mENTAL,cUTe! cENTI-mENTAL,2021-06-09,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
U3RhcmxldA,Starlet,Starlet,2024-09-07,0,1,1,0,0,0,6,6,1,0,1,0,1,0,0,empty_song_uids;empty_discography;roster_uids_short;no_agencies
TEFSTU9PTg,LARMOON,LARMOON,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
TG92ZWx54piGRE9MTA,Lovely☆DOLL,Lovely☆DOLL,2010-10-01,0,1,0,19,14,19,5,5,5,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×14;disc_empty_track_song_uids×19;no_agencies
VG9reW8gWXVtZSBQaXlvZ3VtaQ,Tokyo Yume Piyogumi,Tokyo Yume Piyogumi,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
R1JBQ2lBUw,GRACiAS,GRACiAS,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
bW9tb2dyYWNp,momograci,momograci,2021-03-30,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×1;no_agencies
TW9tb2lybyBLYWt1bWVp,Momoiro Kakumei,Momoiro Kakumei,,1,1,0,6,0,6,3,3,1,0,1,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_song_uids×6;roster_uids_short;no_agencies
TUVUUk9QT0xJUw,METROPOLIS,METROPOLIS,2014-01-01,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
Qi5MLlQuIElET0wgQ09MTEVHRQ,B.L.T. IDOL COLLEGE,B.L.T. IDOL COLLEGE,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
U3Vydml2ZS1aRVJP,Survive-ZERO,Survive-ZERO,2006-01-01,0,1,0,27,27,27,1,1,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×27;disc_empty_track_song_uids×27;roster_no_uids;roster_uids_short;no_agencies
WWFuY2hhbiBHYWt1ZW4gT25nYWt1YnU,Yanchan Gakuen Ongakubu,Yanchan Gakuen Ongakubu,,1,1,0,11,7,11,5,5,0,1,1,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×7;disc_empty_track_song_uids×11;roster_no_uids;roster_uids_short;no_agencies
QWxjdXRlIQ,Alcute!,Alcute!,2023-07-24,0,1,0,19,19,19,7,7,6,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×19;disc_empty_track_song_uids×19;roster_uids_short;no_agencies
WjUtQzE,Z5-C1,Z5-C1,2021-08-14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
UHJpbmNlc3NHYXJkZW4tMkdOLQ,PrincessGarden-2GN-,PrincessGarden-2GN-,2021-05-02,0,1,1,0,0,0,7,7,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
cm9zw6kgY29sbGFnZQ,rosé collage,rosé collage,2022-01-16,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
U3RhdGlvbuKZqg,Station♪,Station♪,2011-09-25,0,1,0,16,0,16,3,3,0,1,1,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×16;roster_no_uids;roster_uids_short;no_agencies
S2F0YW1vbWkgSm9zaGk,Katamomi Joshi,Katamomi Joshi,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
aW5mby5tQHRl,info.m@te,info.m@te,2015-06-01,0,1,1,0,0,0,4,4,1,0,1,0,1,0,0,empty_song_uids;empty_discography;roster_uids_short;no_agencies
V29uZGVyIFdlZWQgVGVu,Wonder Weed Ten,Wonder Weed Ten,2020-02-01,0,1,0,3,2,3,7,7,1,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×3;roster_uids_short;no_agencies
YnVHRw,buGG,buGG,2017-09-01,0,1,0,12,3,12,3,3,0,1,1,0,1,0,1,empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×12;roster_no_uids;roster_uids_short;no_agencies
QkFDSyBUSEUgUklQUEVS,BACK THE RIPPER,BACK THE RIPPER,2024-06-28,0,1,0,4,4,4,4,4,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_uids_short;no_agencies
UGFydHkgY2h1dXVOIQ,Party chuuuN!,Party chuuuN!,2023-09-15,0,1,0,1,1,1,2,2,2,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
S2lzc0JlZVdFU1Q,KissBeeWEST,KissBeeWEST,,1,1,0,17,3,17,0,0,0,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×17;no_agencies
U3V0ZW5la28gQ2F0cw,Suteneko Cats,Suteneko Cats,2022-11-21,0,1,0,12,12,12,8,8,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×12;disc_empty_track_song_uids×12;roster_uids_short;no_agencies
TTNMT0dJTg,M3LOGIN,M3LOGIN,2025-10-04,0,1,1,0,0,0,4,4,3,0,1,0,1,0,0,empty_song_uids;empty_discography;roster_uids_short;no_agencies
U3VyZW5lc3M,Sureness,Sureness,2021-01-07,0,1,0,6,6,6,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×6;disc_empty_track_song_uids×6;no_agencies
S29yZTpjdA,Kore:ct,Kore:ct,2018-09-01,0,1,0,1,1,1,5,5,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_no_uids;roster_uids_short;no_agencies
TUlST0tVTk9ST0NL,MIROKUNOROCK,MIROKUNOROCK,2019-09-01,0,1,1,0,0,0,3,3,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
VHN1a2kgdG8gVGFpeW91,Tsuki to Taiyou,Tsuki to Taiyou,2014-01-01,0,1,0,2,1,2,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×2;no_agencies
THVuYSBCeSBTbmFw,Luna By Snap,Luna By Snap,,1,1,1,0,0,0,2,2,2,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
WW9rdWJhcmkgU2Vuc2F0aW9u,Yokubari Sensation,Yokubari Sensation,2021-07-29,0,1,0,5,5,5,4,4,3,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_uids_short;no_agencies
aHVza3k,husky,husky,2017-07-01,0,1,0,18,18,18,5,5,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×18;disc_empty_track_song_uids×18;roster_uids_short;no_agencies
UExBTkNLIFNUQVJT,PLANCK STARS,PLANCK STARS,2018-12-31,0,1,0,47,4,47,7,7,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×47;roster_uids_short;no_agencies
Y2h1dXVt,chuuum,chuuum,2023-09-17,0,1,0,2,2,2,3,3,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_uids_short;no_agencies
Qm9rdXNla2E,Bokuseka,Bokuseka,2021-10-02,0,1,0,13,13,13,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×13;disc_empty_track_song_uids×13;no_agencies
U0tJUk1JU0g,SKIRMISH,SKIRMISH,2018-01-01,0,1,0,1,1,1,4,4,2,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
TFVDWQ,LUCY,LUCY,2024-09-21,0,1,0,13,13,13,5,5,2,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×13;disc_empty_track_song_uids×13;roster_uids_short;no_agencies
TUVMVFkgSFo,MELTY HZ,MELTY HZ,2018-10-01,0,1,0,1,1,1,2,2,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
cG9zdGFsZ2lh,postalgia,postalgia,2020-12-12,0,1,0,10,10,10,4,4,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×10;disc_empty_track_song_uids×10;roster_no_uids;roster_uids_short;no_agencies
TWFnTWVsbA,MagMell,MagMell,2023-04-10,0,1,0,3,3,3,1,1,1,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×3;no_agencies
Q2h14piGT2ghIERvbGx5,Chu☆Oh! Dolly,Chu☆Oh! Dolly,2016-06-18,0,1,0,5,0,5,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×5;no_agencies
SmVsbm8h,Jelno!,Jelno!,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
U3RlbGxh4piGQmVhdHM,Stella☆Beats,Stella☆Beats,,1,1,0,15,7,15,3,3,1,0,1,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×7;disc_empty_track_song_uids×15;roster_uids_short;no_agencies
TG92ZUtlbg,LoveKen,LoveKen,,1,1,1,0,0,0,28,28,14,0,1,0,1,0,0,formed_date;empty_song_uids;empty_discography;roster_uids_short;no_agencies
QkVMTFJJTkcgU2hvdWpvIEhlYXJ0ICcyMg,BELLRING Shoujo Heart '22,BELLRING Shoujo Heart '22,2023-04-16,0,1,0,28,13,28,4,4,4,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×13;disc_empty_track_song_uids×28;no_agencies
VEhFUkUgVEhFUkUgVEhFUkVT,THERE THERE THERES,THERE THERE THERES,2017-01-01,0,1,0,5,0,5,4,4,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×5;roster_uids_short;no_agencies
U2V2ZW4gQ29sb3Jz,Seven Colors,Seven Colors,2012-08-10,0,1,0,3,3,3,1,1,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×3;roster_no_uids;roster_uids_short;no_agencies
U2hvam90YWk,Shojotai,Shojotai,2015-04-01,0,1,0,5,5,5,1,1,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_no_uids;roster_uids_short;no_agencies
bWlnbm9u,mignon,mignon,2021-02-21,0,1,0,6,0,6,2,2,2,0,0,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×6;no_agencies
U0hBTklNVU5JIFBBUkFERQ,SHANIMUNI PARADE,SHANIMUNI PARADE,2020-08-30,0,1,0,22,22,22,4,4,4,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×22;disc_empty_track_song_uids×22;no_agencies
UElQ,PIP,PIP,2014-06-01,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
QUxMT1ZFUg,ALLOVER,ALLOVER,2013-04-01,0,1,0,7,5,7,4,4,2,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×5;disc_empty_track_song_uids×7;roster_uids_short;no_agencies
QnViYmxlIEJvYmJkaWUgR3VtISE,Bubble Bobbdie Gum!!,Bubble Bobbdie Gum!!,2019-04-15,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
R29vZGJ5ZSBmb3IgRmlyc3Qga2lzcw,Goodbye for First kiss,Goodbye for First kiss,2023-05-01,0,1,0,10,9,10,2,2,0,1,1,0,1,0,1,empty_song_uids;disc_empty_track_list×9;disc_empty_track_song_uids×10;roster_no_uids;roster_uids_short;no_agencies
UmF5ZHJvaWQ,Raydroid,Raydroid,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
TmVvbiBSYWlu,Neon Rain,Neon Rain,2020-01-01,0,1,1,0,0,0,7,7,0,1,1,0,1,0,0,empty_song_uids;empty_discography;roster_no_uids;roster_uids_short;no_agencies
MTAwLVlPS0FJ,100-YOKAI,100-YOKAI,2020-02-01,0,1,0,5,4,5,7,7,0,1,1,0,1,0,1,empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×5;roster_no_uids;roster_uids_short;no_agencies
S2l0dG8gWnV0dG8gU2Vpc2h1bi4,Kitto Zutto Seishun.,Kitto Zutto Seishun.,2022-11-01,0,1,1,0,0,0,8,8,2,0,1,0,1,0,0,empty_song_uids;empty_discography;roster_uids_short;no_agencies
S2l0c3VuZWJp,Kitsunebi,Kitsunebi,2020-11-05,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
U2VuZ29rdSBBbmltYWwgR29rdXJha3UgSm91ZG8,Sengoku Animal Gokuraku Joudo,Sengoku Animal Gokuraku Joudo,2018-10-01,0,1,0,20,19,20,9,9,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×19;disc_empty_track_song_uids×20;roster_uids_short;no_agencies
YXN0cmFpYSo,astraia*,astraia*,2018-05-01,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,empty_song_uids;empty_discography;no_agencies
QkFCWSBUTyBLSVNT,BABY TO KISS,BABY TO KISS,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,formed_date;empty_song_uids;empty_discography;no_agencies
TUlMTElPTu-8hFBBUkFERQ,MILLION＄PARADE,MILLION＄PARADE,2022-01-17,0,1,0,2,2,2,2,2,0,1,1,0,1,1,1,empty_song_uids;disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_no_uids;roster_uids_short;no_agencies
TWVjaGEgSGlnaA,Mecha High,Mecha High,,1,1,0,9,3,9,0,0,0,0,0,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×9;no_agencies
U3RyYXdiZXJyeSBTeW5kcm9tZQ,Strawberry Syndrome,Strawberry Syndrome,,1,1,0,1,0,1,4,4,2,0,1,0,1,0,1,formed_date;empty_song_uids;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
RE9QSU5HIEJFUlJZ,DOPING BERRY,DOPING BERRY,,1,1,0,4,4,4,5,5,1,0,1,0,1,1,1,formed_date;empty_song_uids;disc_empty_track_list×4;disc_empty_track_song_uids×4;roster_uids_short;no_agencies
T2Rvcm8,Odoro,Odoro,2017-09-30,0,1,0,16,14,16,4,4,3,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×14;disc_empty_track_song_uids×16;roster_uids_short;no_agencies
QnVnTUVNRQ,BugMEME,BugMEME,2020-04-04,0,1,0,3,0,3,5,5,1,0,1,0,1,0,1,empty_song_uids;disc_empty_track_song_uids×3;roster_uids_short;no_agencies
RkFOVEFTSUE,FANTASIA,FANTASIA,2021-12-30,0,1,0,2,1,2,3,3,1,0,1,0,1,0,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×2;roster_uids_short;no_agencies
RklMTCBNRSBUUkFY,FILL ME TRAX,FILL ME TRAX,2022-12-21,0,1,0,5,5,5,3,3,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_uids_short;no_agencies
NDAzRVJST1I,403ERROR,403ERROR,2017-01-01,0,1,0,1,1,1,4,4,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
TmVtdWxlYXA,Nemuleap,Nemuleap,2022-08-06,0,1,0,1,1,1,3,3,1,0,1,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
